1,1.0,99976533.0,2067415525.8372183
2,99976534.0,142173123.0,2969379275.328295
3,142173124.0,175218442.0,2789530704.7386026
4,175218443.0,206662772.0,2881418038.213699
5,206662773.0,289165757.0,2748025966.224057
6,289165758.0,301992794.0,3421121325.5878615
7,301992795.0,419872129.0,2890959196.162422
8,419872130.0,453293418.0,3644020966.2025056
9,453293419.0,519927439.0,3351304514.697581
10,519927440.0,563319564.0,3866123209.378607
11,563319565.0,675596796.0,3781576479.3963127
12,675596797.0,709258911.0,4049769981.2131486
13,709258912.0,802866447.0,3698968612.870191
14,802866448.0,847341061.0,3478821005.875053
15,847341062.0,920057580.0,3779417158.3020473
16,920057581.0,937694608.0,3956069806.311025
17,937694609.0,971803225.0,3740853363.6020865
18,971803226.0,1010296176.0,3553811727.054692
19,1010296177.0,1100860647.0,3665805710.1701674
20,1100860648.0,1141311613.0,3863232536.7185855
21,1141311614.0,1163743318.0,3762416783.795097
22,1163743319.0,1204318122.0,3933076095.214532
23,1204318123.0,1248657921.0,3694130719.620978
24,1248657922.0,1282024318.0,3602933177.9522905
25,1282024319.0,1345221391.0,3684688593.7245097
26,1345221392.0,1364448948.0,3905852356.3242474
27,1364448949.0,1417418900.0,3748422795.9518714
28,1417418901.0,1440105389.0,3618662456.27784
29,1440105390.0,1472051199.0,3845765154.0279465
30,1472051200.0,1552284152.0,3653311550.1925097
31,1552284153.0,1599888927.0,3534532324.5540648
32,1599888928.0,1728517555.0,3809324593.5370307
33,1728517556.0,1750833993.0,3546346368.840951
34,1750833994.0,1793333877.0,3370216392.9898047
35,1793333878.0,1820345821.0,3772896558.2555346
36,1820345822.0,1928595718.0,3897693853.6438026
37,1928595719.0,1967379991.0,3445484012.601408
38,1967379992.0,2152596996.0,3610300936.4853597
39,2152596997.0,2154935604.0,3213224368.3041267
40,2154935605.0,2187700506.0,3213224368.3041267
41,2187700507.0,2196025834.0,3284243082.356752
